Customer_ID,Customer_Name,Gender,City,Category,Order_Date,Sales,Cost,Quantity
1049,Hector Johnson,Male,Bangalore,Sports,2025-12-14,4041.93,2712.72,7
1050,Linda Taylor,Male,Hyderabad,Groceries,2026-03-27,1902.11,1573.94,8
1051,James Carroll,Male,Mumbai,Clothing,2024-12-10,2417.59,1654.72,2
1052,Edwin Wells,Female,Delhi,Furniture,2024-08-31,3178.06,1856.65,5
1053,Michael Moore,Female,Bangalore,Clothing,2025-05-04,1546.67,1233.0,5
1054,Holly Stevens,Male,Chennai,Furniture,2026-02-09,685.23,516.52,2
1055,Alex Archer,Female,Hyderabad,Furniture,2024-12-28,3969.57,2520.26,5
1056,Isaiah Lee,Female,Mumbai,Sports,2024-10-05,832.64,565.61,1
1057,Ricky Marshall,Female,Bangalore,Clothing,2025-01-20,2933.55,2030.52,4
1058,Ryan Cooper,Male,Chennai,Electronics,2025-01-19,2288.07,1781.74,8
1059,Gail Foster,Male,Chennai,Furniture,2025-04-03,4096.23,3259.4,7
1060,Logan Adams,Female,Chennai,Clothing,2025-03-12,921.97,659.3,7
1061,James Brown,Female,Chennai,Clothing,2025-10-12,1988.02,1485.1,2
1062,Jesus Hess,Male,Bangalore,Electronics,2025-02-17,1231.25,808.92,10
1063,Angela Rivera,Male,Chennai,Sports,2024-11-23,3635.01,2213.44,1
1064,Brett White,Male,Bangalore,Clothing,2025-08-08,4488.29,2855.34,4
1065,Jennifer Hernandez,Female,Hyderabad,Sports,2026-03-23,3708.09,2214.39,7
1066,James Mejia,Male,Bangalore,Furniture,2024-06-19,4544.39,2472.82,8
1067,Kayla Shields,Male,Delhi,Groceries,2025-02-19,3684.42,2345.77,8
1068,Adam Peterson,Female,Bangalore,Sports,2025-11-01,680.68,536.51,4
1069,Emily Mann,Female,Chennai,Clothing,2025-09-05,1580.88,1354.12,6
1070,Richard Hall,Female,Hyderabad,Sports,2024-10-14,108.63,65.86,5
1071,Matthew Burke,Female,Chennai,Clothing,2025-10-12,2431.72,2110.35,4
1072,Gregory Mann,Female,Chennai,Groceries,2025-03-30,4732.91,3751.14,6
1073,Amanda Monroe,Female,Delhi,Sports,2024-06-25,3521.91,2060.77,1
1074,Gerald Lopez,Female,Chennai,Sports,2026-01-13,4900.35,3347.18,6
1075,Deborah Washington,Female,Chennai,Furniture,2025-05-31,1853.64,1028.64,1
1076,Anthony Jenkins,Female,Mumbai,Clothing,2026-04-18,2569.16,1406.19,8
1077,Abigail Santana,Male,Mumbai,Groceries,2025-04-03,2913.38,1477.71,8
1078,Samantha Rodriguez,Female,Chennai,Groceries,2026-03-21,198.9,154.59,9
1079,Benjamin Burnett,Male,Chennai,Electronics,2026-02-19,2782.56,2330.57,4
1080,Joseph Mckinney,Female,Delhi,Furniture,2024-06-03,4079.73,3567.98,1
1081,Courtney Holmes,Male,Bangalore,Groceries,2024-08-22,1107.49,987.79,2
1082,William Palmer,Male,Bangalore,Clothing,2025-04-22,2682.62,1658.49,6
1083,Ashley Hamilton,Female,Mumbai,Furniture,2025-12-01,4760.01,2666.96,1
1084,Dr. Mary Lane,Female,Hyderabad,Clothing,2024-10-29,2569.35,1364.77,8
1085,Nancy Mills,Male,Delhi,Electronics,2024-08-26,3774.79,3065.85,9
1086,Tiffany Rogers,Male,Bangalore,Furniture,2025-09-12,3469.37,1847.67,10
1087,Dillon Davis,Male,Bangalore,Groceries,2024-08-30,2081.21,1367.13,2
1088,Rhonda Martinez,Female,Hyderabad,Electronics,2025-01-18,2293.53,1907.89,1
1089,Sandra Martinez,Female,Chennai,Groceries,2024-09-13,3701.88,1918.08,10
1090,Reginald Petersen,Male,Chennai,Groceries,2025-02-11,1688.29,989.33,7
1091,Brian Montgomery,Female,Mumbai,Clothing,2025-02-16,1126.12,591.89,6
1092,Joseph Noble,Female,Chennai,Electronics,2026-03-19,221.23,134.53,1
1093,Scott Hall,Female,Mumbai,Clothing,2025-02-23,2309.87,1708.6,6
1094,Jeremy Dunn,Female,Bangalore,Electronics,2024-06-05,4806.46,2946.52,6
1095,Michael Reynolds,Male,Delhi,Clothing,2025-06-29,1112.59,811.91,1
1096,Yesenia Andrade,Female,Delhi,Groceries,2026-02-27,4123.62,2972.27,7
1097,Andrew Perez,Male,Delhi,Electronics,2025-03-02,3177.81,2795.53,6
1098,Richard Contreras,Male,Hyderabad,Clothing,2024-08-31,1433.18,988.75,7
1099,Stephanie Thompson,Male,Mumbai,Furniture,2026-02-02,3060.76,2134.73,2
1100,David Ward,Male,Mumbai,Electronics,2025-08-24,3726.81,2281.25,2
1101,Steven Young,Male,Bangalore,Electronics,2024-11-02,348.72,302.23,9
1102,Brandon Meyer,Male,Chennai,Furniture,2025-09-05,3610.76,1808.18,4
1103,Samantha Lopez,Male,Hyderabad,Electronics,2025-02-26,4345.65,3858.89,6
1104,Edward Malone,Male,Bangalore,Clothing,2025-12-27,3832.27,2908.79,2
1105,Rachael Colon,Female,Hyderabad,Sports,2024-10-06,4795.03,2402.04,4
1106,Mario Miller,Female,Mumbai,Groceries,2025-10-22,2878.42,1709.49,10
1107,Daniel Hunt,Female,Bangalore,Groceries,2025-10-18,1105.25,821.16,10
1108,Laura Pitts,Female,Mumbai,Furniture,2025-03-01,4815.38,3467.73,2
1109,Jonathan Thornton,Female,Bangalore,Electronics,2024-09-14,699.96,530.24,7
1110,Chelsea Wilson,Male,Mumbai,Clothing,2025-02-05,4832.36,2868.93,10
1111,Frank Hicks,Male,Mumbai,Groceries,2025-10-21,3122.19,2666.39,7
1112,Richard Cook,Male,Mumbai,Clothing,2024-12-10,1369.57,1217.5,8
1113,Tracy Lawrence,Male,Hyderabad,Electronics,2026-01-24,4674.95,3663.94,1
1114,Zachary Hall,Female,Mumbai,Furniture,2025-04-30,1813.78,1132.5,5
1115,Wendy Cortez,Male,Delhi,Groceries,2026-03-09,2065.07,1382.37,8
1116,Ana Bennett,Male,Hyderabad,Groceries,2025-02-07,2469.61,1644.53,5
1117,Jeanne Cortez,Male,Chennai,Electronics,2024-07-10,4153.83,3568.9,7
1118,Joseph Ward,Female,Bangalore,Electronics,2026-03-07,3066.13,1701.17,7
1119,Lisa Ray,Female,Chennai,Sports,2025-10-11,2370.62,2034.58,5
1120,Christine Hernandez,Male,Mumbai,Clothing,2026-03-19,3490.42,2639.52,7
1121,Rebecca Thompson,Male,Hyderabad,Groceries,2025-03-01,1924.45,1656.75,4
1122,Marissa Webb,Male,Bangalore,Clothing,2025-07-08,2703.08,1960.05,4
1123,Dawn Gonzalez,Male,Hyderabad,Furniture,2025-06-30,4886.4,3462.43,9
1124,Gregory Riddle,Female,Mumbai,Electronics,2025-12-11,1042.05,697.72,3
1125,Marcus Potts,Male,Hyderabad,Furniture,2025-06-12,280.55,229.47,2
1126,Mark Henderson,Female,Mumbai,Groceries,2026-04-30,2559.69,1655.99,8
1127,James Jackson,Female,Delhi,Groceries,2026-04-07,1457.88,807.48,6
1128,Katherine Martinez,Female,Bangalore,Clothing,2024-05-28,4956.76,3413.01,3
1129,Anthony Edwards,Male,Delhi,Electronics,2026-05-21,4187.27,2576.43,9
1130,Alexis Taylor,Male,Mumbai,Furniture,2024-12-24,3120.62,1901.21,6
1131,Alexander Griffin,Male,Bangalore,Groceries,2025-06-23,463.97,331.37,7
1132,Kelly Williams,Male,Bangalore,Clothing,2024-07-29,4688.08,3550.52,3
1133,Ann Perkins,Female,Bangalore,Groceries,2026-05-12,765.69,597.52,1
1134,Mary Mullen,Male,Delhi,Electronics,2026-04-30,4625.16,2618.39,10
1135,David Lara,Female,Delhi,Furniture,2024-07-23,3548.91,3147.55,4
1136,Julie Meyer,Female,Hyderabad,Groceries,2025-06-30,1973.02,1358.88,8
1137,Andrew Henry,Female,Hyderabad,Furniture,2025-09-24,4014.35,3469.06,2
1138,Kimberly Blevins,Female,Chennai,Sports,2026-02-11,4208.59,3539.59,10
1139,John Noble,Female,Chennai,Furniture,2025-08-22,1960.23,1122.62,2
1140,Maria Gilmore,Female,Mumbai,Electronics,2025-11-15,4106.32,3453.08,5
1141,Christopher Andrade,Female,Bangalore,Electronics,2025-07-01,3765.55,2699.3,6
1142,Jerry Miller,Female,Hyderabad,Sports,2025-04-11,3383.9,2620.72,6
1143,Robert Allison,Female,Hyderabad,Sports,2025-11-16,1573.48,1261.19,6
1144,Vickie Ho,Female,Bangalore,Clothing,2025-06-21,267.68,187.04,3
1145,Samantha Mendoza,Female,Bangalore,Clothing,2026-03-28,957.12,502.38,7
1146,Anthony Pugh,Female,Mumbai,Clothing,2024-11-22,3106.69,1947.09,1
1147,Brittany Gray,Female,Bangalore,Electronics,2024-09-07,4253.42,2989.98,7
1148,Beth Robles,Female,Chennai,Groceries,2024-12-10,3377.79,2981.77,10
1149,Timothy Francis,Female,Mumbai,Groceries,2025-09-23,3093.64,1774.34,9
1150,Jennifer Pollard,Male,Bangalore,Groceries,2024-07-18,1722.08,950.63,3
1151,Jeffery Myers,Male,Mumbai,Sports,2025-03-30,414.9,237.6,9
1152,Lori Wong,Female,Chennai,Sports,2025-08-24,2169.14,1806.48,5
1153,James Stewart,Male,Bangalore,Clothing,2024-07-18,751.43,549.62,5
1154,Paul Myers,Male,Chennai,Electronics,2026-04-29,1205.17,1001.66,6
1155,David Norris,Male,Hyderabad,Furniture,2025-02-16,1214.79,658.12,10
1156,Michael French,Male,Bangalore,Sports,2025-10-26,4635.1,2823.02,3
1157,Crystal Hughes,Female,Delhi,Sports,2025-06-01,3008.35,2397.79,1
1158,Rita Fox,Female,Chennai,Groceries,2025-12-12,3047.42,2061.03,10
1159,Andrew Brown II,Male,Hyderabad,Clothing,2024-09-17,4773.58,2857.13,5
1160,Kathryn Serrano,Female,Delhi,Clothing,2025-07-17,1456.14,1294.56,6
1161,Stephanie Hansen,Female,Delhi,Sports,2025-03-23,257.64,141.37,3
1162,Scott Fields,Female,Mumbai,Sports,2026-01-18,2230.36,1701.37,6
1163,Brandon Martinez,Female,Mumbai,Furniture,2026-02-08,1239.93,835.87,6
1164,Maria Hudson,Male,Hyderabad,Clothing,2025-08-04,2047.51,1632.75,10
1165,Autumn Raymond,Male,Hyderabad,Furniture,2025-01-10,3247.57,1937.14,7
1166,Robert Sandoval,Female,Chennai,Groceries,2025-04-07,4332.55,3288.97,10
1167,Mark Caldwell,Male,Chennai,Electronics,2025-08-12,1486.58,962.02,9
1168,Ashley Phillips,Male,Bangalore,Electronics,2025-06-03,3803.14,2337.2,9
1169,Stacey Cortez,Female,Mumbai,Electronics,2025-08-12,3091.86,2183.1,6
1170,Richard Riley,Female,Mumbai,Electronics,2025-12-19,3241.87,2226.72,5
1171,Dana Horton,Male,Mumbai,Furniture,2025-12-21,3098.74,2036.58,4
1172,Patricia Russell,Male,Mumbai,Groceries,2024-10-18,201.71,140.24,7
1173,Kim Adams,Male,Mumbai,Furniture,2025-10-20,2607.64,2025.04,6
1174,Dustin Shah,Male,Mumbai,Electronics,2025-04-25,1907.79,1104.98,2
1175,Benjamin Morrow,Male,Mumbai,Furniture,2024-07-12,1783.67,1406.52,1
1176,Elizabeth Woods,Female,Chennai,Electronics,2025-02-03,3035.66,2125.72,4
1177,David Kerr,Male,Delhi,Electronics,2025-11-10,2020.17,1154.66,2
1178,Christopher Lyons,Male,Hyderabad,Clothing,2025-10-17,3397.64,2993.87,8
1179,Laura Villanueva,Female,Delhi,Clothing,2025-07-15,692.37,459.88,3
1180,Kevin Warner,Male,Chennai,Furniture,2024-09-16,2628.94,1959.81,5
1181,Hannah Collier,Male,Mumbai,Sports,2026-02-22,1955.23,1404.22,8
1182,Calvin Scott,Female,Mumbai,Furniture,2024-10-04,2780.48,1554.91,6
1183,Megan Schaefer,Male,Chennai,Clothing,2025-07-26,4420.34,3333.18,5
1184,Caroline Calderon,Male,Hyderabad,Electronics,2025-10-17,596.22,530.95,6
1185,Michael Keith,Male,Chennai,Furniture,2025-09-25,532.1,469.63,1
1186,Cindy Brown,Female,Hyderabad,Sports,2024-10-22,629.55,377.1,7
1187,Dana Hoover,Female,Mumbai,Sports,2025-03-07,1693.83,1292.23,10
1188,Jenna Cruz,Female,Chennai,Electronics,2025-01-08,3084.31,2650.71,2
1189,Laura Simon,Female,Delhi,Sports,2025-08-03,4258.96,2266.52,3
1190,Mark Diaz,Female,Bangalore,Clothing,2024-06-01,3778.2,3233.7,4
1191,Robert Barnes,Male,Delhi,Groceries,2024-08-16,2620.05,2079.84,10
1192,Anthony Jones,Male,Hyderabad,Sports,2026-01-23,1709.66,1526.99,2
1193,Melissa Beltran,Female,Bangalore,Clothing,2024-07-16,4340.65,3227.44,7
1194,Lawrence Lindsey,Female,Chennai,Electronics,2024-06-27,3542.4,1907.43,9
1195,Maria Gibbs,Male,Bangalore,Clothing,2025-03-14,2666.61,2146.53,3
1196,Yesenia Steele,Female,Mumbai,Clothing,2026-01-20,2381.26,1365.09,1
1197,Timothy Kramer,Female,Chennai,Electronics,2024-06-22,3692.41,3151.1,10
1198,Jamie Mann,Female,Hyderabad,Electronics,2024-12-20,4296.24,2423.81,3
1199,Alex Sweeney,Male,Hyderabad,Sports,2024-07-11,1521.08,918.4,3
1200,Travis Johnson,Female,Chennai,Electronics,2026-04-06,3446.08,2110.19,3
1001,Sara Kennedy,Male,Chennai,Groceries,2024-11-12,1595.65,935.47,5
1002,Cassandra Mckay,Female,Mumbai,Electronics,2026-01-14,3855.7,2428.94,1
